sofifa_id,short_name,age,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,team_position,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
219681,J. Amavi,25,176,70,France,Olympique de Marseille,74,78,6500000,25000,Left,1,5,3,High,LB,77,65,69,71,69,72,,,,,,,75,60,64,73,56,68,69,49,66,72,77,77,75,75,76,74,82,78,69,68,69,72,66,61,65,63,63,73,76
220905,J. Aholou,25,187,80,Ivory Coast,AS Saint-Étienne,74,78,6500000,23000,Left,1,3,3,High,RDM,72,65,63,71,76,69,,,,,,,50,63,64,75,47,71,46,44,71,73,75,70,67,69,60,73,54,64,71,73,75,79,59,58,49,74,78,76,72
231111,A. Hack,25,193,88,Germany,1. FSV Mainz 05,74,78,6500000,20000,Left,1,3,2,Medium,LCB,70,32,62,60,73,75,,,,,,,55,27,76,74,26,59,39,31,75,65,66,74,51,72,48,44,67,65,83,29,67,73,32,53,45,69,71,75,73
231280,Iván Alejo,24,184,76,Spain,Getafe CF,74,78,7500000,17000,Right,1,3,3,Medium,SUB,76,70,73,74,43,60,,,,,,,76,73,47,76,56,76,70,68,71,75,71,80,71,69,57,70,68,60,65,71,45,39,69,68,47,61,48,39,42
201269,F. Rønnow,26,190,77,Denmark,Eintracht Frankfurt,74,77,5000000,21000,Right,1,2,1,Medium,RES,,,,,,,74,70,66,77,46,74,14,9,12,25,7,13,16,7,30,12,48,45,34,74,40,50,63,32,67,13,17,12,14,48,17,31,15,11,13
202848,G. Caprari,25,176,72,Italy,Sampdoria,74,77,7000000,30000,Right,2,3,3,Medium,LW,85,68,70,81,20,51,,,,,,,66,68,47,74,66,81,74,75,62,79,89,82,91,69,89,68,34,71,52,70,30,16,69,72,56,69,22,13,12
204936,J. Egan,26,188,75,Republic of Ireland,Sheffield United,74,77,6000000,27000,Right,1,3,2,Medium,CB,65,49,50,59,73,76,,,,,,,32,43,72,64,50,55,36,29,69,62,64,65,60,71,66,62,77,69,81,52,71,73,38,38,42,55,74,72,73
209749,Lucas Silva,26,182,80,Brazil,Real Madrid,74,77,6500000,88000,Right,1,3,3,Medium,RES,59,62,68,71,71,74,,,,,,,61,52,64,74,50,71,56,51,72,75,56,61,64,73,62,76,71,75,74,73,72,71,65,71,64,72,70,74,72
211022,Rubén García,25,171,71,Spain,CA Osasuna,74,77,7000000,25000,Left,1,2,4,Medium,CAM,79,69,70,77,38,54,,,,,,,69,71,56,72,59,77,74,70,62,76,89,71,83,64,87,65,65,62,48,75,58,33,63,72,67,67,35,40,35
212350,L. Diony,26,183,82,France,AS Saint-Étienne,74,77,7000000,29000,Right,2,3,3,High,SUB,77,73,63,71,25,74,,,,,,,67,74,69,68,66,72,57,48,44,70,77,77,65,69,73,80,71,73,78,68,68,21,74,68,68,71,18,23,15
215644,Burgui,25,184,75,Spain,Deportivo Alavés,74,77,7000000,20000,Right,1,3,3,Medium,SUB,71,67,71,76,41,57,,,,,,,74,69,55,74,54,78,76,74,63,77,69,73,69,72,59,65,54,64,62,66,35,38,75,69,59,69,59,28,21
216247,M. Tisserand,26,190,80,DR Congo,VfL Wolfsburg,74,77,6000000,32000,Right,1,3,3,Medium,SUB,67,59,69,68,73,76,,,,,,,70,56,76,70,54,66,70,37,72,71,68,67,65,75,64,67,72,74,77,59,77,73,63,70,56,66,70,74,72
225139,K. Dolly,26,170,70,South Africa,Montpellier HSC,74,77,7000000,27000,Left,1,4,3,High,SUB,78,69,72,76,36,52,,,,,,,71,66,23,74,60,76,70,68,70,75,81,76,81,67,87,75,64,60,44,74,59,28,65,72,58,66,55,32,24
195363,J. Bruma,27,190,88,Netherlands,VfL Wolfsburg,74,76,6000000,32000,Right,2,3,2,Medium,RES,59,53,59,57,72,80,,,,,,,40,38,77,69,34,59,43,66,68,59,52,65,50,66,33,84,71,60,90,65,80,70,46,58,39,70,70,75,70
197231,K. Babacar,26,185,85,Senegal,Sassuolo,74,76,7000000,44000,Right,2,3,3,High,SUB,68,72,55,72,35,69,,,,,,,50,72,74,64,76,72,64,60,46,76,65,71,70,70,59,79,76,61,77,62,58,20,77,48,77,70,43,26,24
201943,A. Cornelius,26,193,91,Denmark,Parma,74,76,7000000,38000,Left,2,3,3,High,SUB,64,73,55,66,39,81,,,,,,,42,75,79,67,67,66,45,56,43,72,63,64,49,68,60,77,72,66,93,68,72,28,75,59,65,71,54,26,12
204523,Rubén Pardo,26,181,69,Spain,Real Sociedad,74,76,6500000,23000,Right,2,4,3,Medium,SUB,61,68,74,72,62,55,,,,,,,62,68,48,78,42,70,73,73,75,76,60,61,70,75,72,70,63,49,56,73,58,66,69,80,69,69,53,74,62
205346,R. Fredericks,26,181,74,England,West Ham United,74,76,6000000,53000,Right,1,3,3,High,RB,92,51,66,73,69,69,,,,,,,72,47,52,73,51,74,64,42,60,69,93,92,77,72,76,58,62,77,65,46,73,69,65,60,61,63,72,71,72
206553,S. Falette,27,184,91,Guinea,Eintracht Frankfurt,74,76,6000000,26000,Left,1,3,2,Medium,SUB,67,44,44,46,73,83,,,,,,,39,39,81,52,24,42,27,36,51,49,65,68,44,68,49,60,78,66,91,44,84,71,31,35,60,67,68,76,70
220414,Diego Rico,26,183,76,Spain,Bournemouth,74,76,6000000,45000,Left,1,2,3,Medium,RES,72,58,69,67,73,73,,,,,,,76,45,74,73,53,66,71,69,57,68,69,74,64,71,69,77,74,76,73,70,70,74,61,64,43,65,71,75,74
240046,João Victor,25,178,72,Brazil,VfL Wolfsburg,74,76,7000000,37000,Left,1,5,4,Medium,LF,88,73,66,74,31,58,,,,,,,68,76,54,69,58,73,69,34,64,74,89,88,80,70,74,73,34,77,61,68,31,33,76,69,70,72,24,30,28
183141,Oier,29,190,91,Spain,Levante UD,74,75,4600000,16000,Left,1,3,1,Medium,SUB,,,,,,,74,71,70,73,44,77,23,14,15,34,12,20,24,15,36,20,45,43,48,69,40,53,66,43,66,15,28,20,13,46,25,54,15,18,16
193881,F. Đuričić,27,181,75,Serbia,Sassuolo,74,75,6500000,40000,Right,1,4,4,High,SUB,73,65,72,77,42,57,,,,,,,65,64,48,74,69,77,76,69,71,78,74,72,77,73,77,67,72,54,62,65,45,42,67,75,69,71,45,35,43
197926,L. Crisetig,26,183,80,Italy,Bologna,74,75,6500000,27000,Left,1,3,3,Medium,RES,49,51,72,72,69,73,,,,,,,62,33,68,78,58,72,61,59,76,76,48,50,66,71,68,70,73,75,75,68,67,73,60,72,59,72,68,72,60
198352,S. Bell,27,192,88,Germany,1. FSV Mainz 05,74,75,5500000,21000,Right,1,2,2,Medium,RES,48,38,53,49,76,75,,,,,,,43,31,79,62,32,47,33,40,62,50,44,52,45,73,40,65,62,62,85,30,70,80,33,47,43,73,75,75,68
200759,J. Schlupp,26,178,72,Ghana,Crystal Palace,74,75,6500000,43000,Left,1,2,3,High,SUB,86,67,66,73,69,75,,,,,,,69,64,64,72,64,74,62,34,58,70,84,88,79,71,76,77,75,79,75,61,70,69,73,69,67,65,69,70,71
202828,F. Viviani,27,180,75,Italy,SPAL,74,75,6000000,12000,Right,1,4,3,Medium,CDM,63,70,75,75,71,69,,,,,,,71,59,65,76,68,75,74,80,75,77,61,65,74,72,77,84,68,73,67,81,68,72,63,75,68,70,70,73,71
202944,O. Hiljemark,27,184,73,Sweden,Genoa,74,75,6500000,15000,Right,1,3,3,High,SUB,65,61,73,72,63,74,,,,,,,68,48,59,77,50,72,70,73,77,75,66,65,64,71,64,83,72,89,68,67,69,70,65,69,64,73,51,71,60
203177,D. Foulquier,26,183,78,France,Watford,74,75,6500000,49000,Right,1,3,3,Medium,RES,73,60,68,75,72,73,,,,,,,74,59,64,73,45,78,58,40,65,76,70,76,66,75,65,69,69,77,74,56,67,71,71,66,49,68,71,75,77
203590,F. Hübner,28,193,84,Germany,1. FC Union Berlin,74,75,5500000,31000,Right,1,3,2,Medium,SUB,53,43,48,44,77,72,,,,,,,50,40,76,58,25,32,31,21,51,54,54,53,52,74,48,62,50,61,79,35,74,78,44,37,44,69,74,79,74
203736,S. Bahoken,27,185,88,Cameroon,Angers SCO,74,75,6500000,22000,Right,1,3,3,Medium,ST,80,72,57,71,24,71,,,,,,,61,77,71,68,59,71,47,43,39,70,79,80,76,69,73,73,66,71,78,63,54,23,74,51,61,63,12,23,15
203741,T. Delaine,27,180,70,France,FC Metz,74,75,5500000,16000,Right,1,5,3,High,LB,83,50,71,73,67,78,,,,,,,76,47,64,72,34,73,68,45,67,75,80,85,71,73,67,59,83,87,75,48,72,66,70,72,45,64,67,68,69
206160,A. Ciciretti,25,170,62,Italy,Napoli,74,75,6500000,44000,Left,1,4,4,High,RES,77,68,73,75,35,49,,,,,,,67,67,43,76,65,74,75,67,71,74,77,77,90,66,77,68,37,62,45,74,44,32,68,74,60,76,46,26,24
206306,J. Ferri,27,172,70,France,Montpellier HSC,74,75,6500000,27000,Right,2,2,3,Medium,RCM,64,67,71,73,66,74,,,,,,,63,60,53,76,56,71,71,55,74,73,66,63,72,76,85,77,63,76,69,76,85,69,70,71,54,69,65,70,64
207920,E. Durm,27,183,72,Germany,Eintracht Frankfurt,74,75,5500000,26000,Right,2,3,3,High,SUB,76,53,65,68,72,70,,,,,,,75,50,62,69,43,65,60,35,58,71,77,76,70,71,66,66,74,79,66,44,67,74,68,60,55,69,73,71,74
218534,S. Adamyan,26,184,77,Armenia,TSG 1899 Hoffenheim,74,75,6500000,28000,Right,1,3,4,High,SUB,76,73,64,76,37,70,,,,,,,58,76,63,73,71,78,57,39,58,75,77,76,77,71,72,72,73,75,68,69,66,22,73,69,60,65,53,25,26
222515,Z. Ferhat,26,183,77,Algeria,Nîmes Olympique,74,75,6500000,20000,Right,1,4,4,High,RM,81,57,73,73,27,64,,,,,,,75,58,33,74,37,74,66,68,70,73,82,80,75,66,68,69,50,73,72,42,37,19,68,73,61,65,28,30,27
224808,G. Ferrari,27,189,82,Italy,Sassuolo,74,75,5500000,37000,Left,1,3,2,Medium,LCB,55,27,39,48,76,71,,,,,,,14,30,70,60,15,38,18,23,64,60,64,47,48,70,44,33,77,55,77,18,75,76,22,20,28,68,75,78,76
225706,M. Trauco,26,175,62,Peru,AS Saint-Étienne,74,75,5500000,24000,Left,1,3,3,Medium,LB,68,49,73,75,71,79,,,,,,,74,33,48,76,35,76,74,64,73,75,69,67,70,71,71,69,66,80,79,64,79,72,68,69,47,67,73,76,74
236548,J. Zmrhal,25,189,79,Czech Republic,Brescia,74,75,6500000,13000,Left,1,3,3,Medium,SUB,81,70,71,72,58,66,,,,,,,77,67,59,73,69,72,65,55,70,75,78,84,68,71,67,85,51,77,66,70,54,58,65,69,52,62,60,58,53
768,Felipe,34,188,75,Brazil,SPAL,74,74,2100000,12000,Left,2,3,2,Low,LCB,34,35,51,52,78,59,,,,,,,34,20,74,62,19,44,49,21,64,60,34,34,49,72,63,68,66,38,64,40,70,81,29,46,35,68,77,80,76
49472,L. Butelle,36,188,84,France,Angers SCO,74,74,950000,10000,Left,2,3,1,Medium,GK,,,,,,,75,73,65,75,32,74,11,11,13,30,12,11,10,15,23,23,31,33,36,65,28,49,63,28,69,12,35,18,15,44,22,59,11,11,11
107298,Y. Pelé,36,196,89,France,Olympique de Marseille,74,74,950000,14000,Right,1,3,1,Medium,SUB,,,,,,,75,75,67,74,39,73,15,14,16,34,11,13,14,15,33,18,37,40,33,70,52,50,67,32,75,9,33,24,15,14,13,64,14,13,12
115533,D. Benaglio,35,194,89,Switzerland,AS Monaco,74,74,1500000,15000,Right,3,3,1,Medium,SUB,,,,,,,71,79,61,71,39,77,14,12,15,32,12,16,15,13,31,22,37,41,44,71,47,46,71,38,75,14,38,22,7,37,23,65,10,13,14
149185,F. Magnanelli,34,181,79,Italy,Sassuolo,74,74,2200000,37000,Right,2,3,2,Medium,CDM,62,55,68,62,76,68,,,,,,,61,45,61,72,60,56,62,61,70,70,64,60,60,72,64,66,54,62,66,66,85,79,53,70,57,82,78,76,75
150477,R. Salin,34,189,76,France,Stade Rennais FC,74,74,2500000,25000,Left,1,2,1,Medium,SUB,,,,,,,78,64,68,78,31,74,11,11,16,36,13,14,11,15,23,13,28,34,50,70,45,51,68,38,67,13,45,26,16,59,11,60,20,13,16
152747,A. Lennon,32,165,63,England,Burnley,74,74,4400000,30000,Right,2,3,3,High,SUB,79,63,69,79,49,58,,,,,,,72,63,28,72,68,78,63,55,61,77,80,78,82,74,90,64,66,64,54,57,57,52,73,73,62,75,56,50,43
162297,D. Padelli,33,191,82,Italy,Inter,74,74,3000000,34000,Left,2,2,1,Medium,SUB,,,,,,,74,74,63,74,44,76,11,10,10,26,10,10,13,10,29,21,49,39,38,70,27,47,65,30,45,11,12,13,10,30,22,69,8,12,12
163050,B. Sharp,33,175,70,England,Sheffield United,74,74,3500000,32000,Right,1,3,2,Medium,SUB,58,74,62,64,42,68,,,,,,,61,79,78,66,74,58,65,55,53,69,62,55,67,79,72,72,55,66,67,64,75,33,83,65,75,76,49,34,28
169216,S. Long,32,178,70,Republic of Ireland,Southampton,74,74,4500000,46000,Right,2,2,3,High,SUB,80,72,61,71,36,69,,,,,,,70,72,74,63,69,72,54,37,49,69,81,79,68,75,72,77,93,65,64,65,80,42,75,63,72,68,31,27,24
173146,L. Cigarini,33,175,72,Italy,Cagliari,74,74,3300000,27000,Right,2,4,3,Medium,CM,57,66,78,73,67,61,,,,,,,76,58,48,80,70,71,76,78,79,77,62,53,69,68,77,74,49,61,61,74,62,70,62,77,72,75,75,66,60
173608,Joselu,29,192,80,Spain,Deportivo Alavés,74,74,5500000,23000,Right,1,3,3,Medium,LS,54,73,64,69,30,67,,,,,,,58,73,79,70,72,70,73,62,49,73,55,53,61,72,48,78,65,58,75,68,59,25,78,68,70,62,23,27,20
176553,S. Missiroli,33,191,77,Italy,SPAL,74,74,3300000,13000,Right,2,3,3,Medium,RCM,61,65,73,71,68,63,,,,,,,69,65,61,77,67,72,68,60,73,77,62,60,61,75,36,69,61,71,59,60,63,73,74,72,64,76,64,72,65
177475,T. Sippel,31,183,78,Germany,Borussia Mönchengladbach,74,74,3600000,17000,Right,1,2,1,Medium,SUB,,,,,,,75,69,79,78,46,70,14,12,13,33,12,13,15,14,22,19,50,42,48,72,41,59,64,41,65,11,36,15,16,31,18,41,12,15,12
177766,G. Bong,31,183,74,Cameroon,Brighton & Hove Albion,74,74,4100000,35000,Left,1,3,3,High,SUB,63,41,69,70,76,71,,,,,,,74,29,60,74,16,68,64,35,70,74,62,64,67,72,62,58,71,68,73,53,70,76,63,65,40,68,78,78,75
178031,P. Baysse,31,184,82,France,FC Girondins de Bordeaux,74,74,4200000,24000,Right,1,3,2,Medium,RES,51,46,62,62,73,80,,,,,,,59,40,81,69,29,62,56,36,64,60,48,54,61,70,65,59,75,75,82,50,80,72,48,59,50,69,72,72,71
179516,R. Hennings,31,180,80,Germany,Fortuna Düsseldorf,74,74,5000000,28000,Left,1,3,3,High,ST,65,76,62,67,40,77,,,,,,,61,75,72,64,71,66,68,67,59,70,64,66,61,73,67,84,73,75,77,75,78,36,72,59,70,69,38,35,34
183256,H. Saivet,28,174,76,Senegal,Newcastle United,74,74,5500000,34000,Right,2,4,3,High,RES,68,70,74,75,64,64,,,,,,,73,70,73,73,69,75,73,76,74,76,72,64,77,72,73,74,88,65,64,65,58,64,73,76,66,69,60,67,62
183871,N. Müller,31,173,66,Germany,Eintracht Frankfurt,74,74,4900000,28000,Right,2,3,3,High,RES,74,72,69,79,44,62,,,,,,,72,75,56,70,80,81,65,61,66,74,75,73,84,72,81,71,77,65,55,63,71,48,74,69,73,75,36,49,37
184312,J. Biabiany,31,177,73,France,Parma,74,74,4900000,38000,Right,2,3,3,High,RES,90,65,65,77,30,63,,,,,,,72,66,53,69,68,77,67,47,54,76,92,89,86,67,80,70,62,70,62,57,58,24,72,63,63,65,27,30,30
185181,Yoel,30,185,78,Spain,SD Eibar,74,74,3800000,15000,Right,2,5,1,Medium,SUB,,,,,,,75,72,74,75,39,71,24,14,10,31,19,13,25,15,35,14,35,43,40,72,47,56,65,34,70,11,35,19,13,45,25,57,19,15,11
186130,J. Chester,30,180,79,Wales,Aston Villa,74,74,4600000,41000,Right,1,3,2,Medium,SUB,66,34,58,62,74,74,,,,,,,54,33,73,68,27,60,47,44,61,63,63,68,69,67,66,36,84,64,78,31,72,72,44,49,52,73,75,73,76
186682,Montoro,31,181,72,Spain,Granada CF,74,74,4300000,17000,Right,1,3,3,Medium,LDM,42,63,69,67,71,69,,,,,,,50,54,57,76,67,65,50,71,77,75,43,42,62,68,56,73,61,69,70,74,69,74,66,74,62,64,73,72,71
188182,L. Balogun,31,190,88,Nigeria,Brighton & Hove Albion,74,74,4200000,35000,Right,1,3,2,Medium,SUB,57,45,60,60,74,72,,,,,,,67,30,77,66,32,60,59,38,60,64,54,59,51,68,49,70,71,54,82,60,72,73,46,47,39,65,75,73,74
188270,B. Ecuélé Manga,30,186,76,Gabon,Dijon FCO,74,74,4600000,12000,Right,1,3,2,Low,RCB,54,32,56,49,74,74,,,,,,,59,27,72,62,28,44,35,25,61,62,53,54,31,71,35,43,62,57,83,34,78,77,23,51,46,67,71,75,74
188876,M. Valdifiori,33,185,71,Italy,SPAL,74,74,2700000,12000,Right,2,3,3,Low,SUB,50,56,79,74,69,62,,,,,,,74,46,65,82,59,74,72,72,82,79,53,48,62,71,62,68,60,55,61,68,75,74,51,80,52,72,67,70,66
189234,M. Risse,29,183,75,Germany,1. FC Köln,74,74,5500000,24000,Right,2,2,3,Medium,SUB,74,75,72,73,66,66,,,,,,,73,71,52,72,67,73,69,76,70,74,73,75,68,75,71,84,72,68,67,77,60,71,72,71,72,68,63,70,66
190223,Balenziaga,31,177,76,Spain,Athletic Club de Bilbao,74,74,4100000,18000,Left,1,4,3,High,SUB,75,46,68,69,72,75,,,,,,,78,35,71,70,50,68,76,33,69,72,74,76,69,68,68,61,77,79,72,54,78,74,54,62,44,75,70,73,71
190276,S. Sunzu,30,190,91,Zambia,FC Metz,74,74,4600000,16000,Right,1,3,2,Medium,RCB,52,38,50,50,73,82,,,,,,,36,23,76,59,35,39,47,55,56,62,43,59,55,66,61,50,81,74,91,57,71,68,34,42,46,67,74,74,72
190535,Míchel,30,183,71,Spain,Real Valladolid CF,74,74,5000000,18000,Right,1,4,3,Medium,RCM,49,66,78,73,55,55,,,,,,,75,64,53,83,61,72,77,68,77,80,54,45,61,75,60,66,48,51,57,72,55,60,60,78,70,66,58,52,46
190745,M. Silvestri,28,191,80,Italy,Hellas Verona,74,74,4100000,12000,Right,1,2,1,Medium,GK,,,,,,,78,68,68,79,60,74,12,20,12,22,20,18,16,11,20,20,58,61,65,62,34,51,74,34,60,16,31,11,14,49,16,60,8,18,16
190782,Sandro,30,187,75,Brazil,Genoa,74,74,4600000,14000,Right,2,3,3,Medium,RES,54,69,67,68,75,72,,,,,,,60,65,66,72,58,69,56,54,71,72,48,58,53,70,59,80,65,48,78,71,89,75,62,70,62,75,81,73,72
190854,P. Pekarík,32,177,73,Slovakia,Hertha BSC,74,74,3500000,21000,Right,2,3,2,Medium,SUB,66,37,66,74,75,65,,,,,,,74,29,44,74,35,73,67,39,65,76,67,65,73,76,75,56,63,66,65,30,65,75,54,49,49,73,79,78,81
191210,S. Corchia,28,175,67,France,Sevilla FC,74,74,4800000,14000,Right,2,3,3,High,RES,70,65,73,74,75,65,,,,,,,76,58,72,73,58,74,78,80,74,75,72,68,72,72,75,75,70,59,65,69,71,74,72,67,67,68,75,75,76
192546,E. Stevens,28,183,78,Republic of Ireland,Sheffield United,74,74,4800000,29000,Left,1,2,3,Medium,LWB,70,45,63,69,72,73,,,,,,,73,43,56,67,24,68,66,53,51,70,70,70,67,74,66,57,66,83,73,38,64,73,57,57,52,65,74,76,68
192667,A. Nyom,31,189,80,Cameroon,Getafe CF,74,74,4100000,18000,Right,2,3,3,Medium,SUB,70,47,62,65,75,82,,,,,,,74,27,64,63,44,68,68,30,64,71,64,75,41,71,46,74,56,78,88,66,80,72,51,54,37,67,75,78,78
193062,M. Zeegelaar,28,186,82,Netherlands,Watford,74,74,4800000,47000,Left,1,3,3,High,RES,70,62,67,73,73,74,,,,,,,75,56,60,69,58,74,68,52,59,76,66,74,65,73,53,76,63,75,75,64,71,74,74,67,53,68,73,75,74
193098,C. Clemens,27,179,79,Germany,1. FC Köln,74,74,6000000,23000,Right,2,3,3,Medium,SUB,77,69,72,72,51,68,,,,,,,71,68,68,73,63,72,75,69,68,73,77,77,68,73,71,73,68,74,68,72,59,40,72,73,55,70,58,49,39
193133,J. Larsen,28,182,82,Denmark,Udinese,74,74,4800000,15000,Right,1,3,3,Medium,RM,76,55,63,69,72,76,,,,,,,70,48,60,66,60,68,62,48,60,70,76,76,71,72,72,68,78,79,75,58,74,74,56,58,50,64,70,76,74
193554,D. Sakho,29,184,79,Senegal,Stade Rennais FC,74,74,5500000,38000,Right,1,3,3,High,SUB,71,73,58,71,32,72,,,,,,,58,77,75,62,70,72,53,62,52,72,68,74,70,72,60,72,78,60,79,64,67,37,73,56,73,69,27,23,22
193849,C. Hourihane,28,181,70,Republic of Ireland,Aston Villa,74,74,5500000,47000,Left,1,4,3,High,CDM,65,69,75,69,65,74,,,,,,,74,66,57,77,60,65,74,78,71,72,65,65,77,71,76,71,76,88,67,77,75,67,66,76,64,68,60,71,64
194665,S. Ilsanker,30,189,86,Austria,RB Leipzig,74,74,4600000,35000,Right,1,3,2,Medium,RES,58,53,57,52,76,82,,,,,,,39,45,72,71,43,50,41,33,64,58,38,75,34,78,38,70,60,76,84,62,89,82,46,56,37,62,72,76,78
195033,M. Leckie,28,181,82,Australia,Hertha BSC,74,74,5500000,24000,Right,2,4,3,High,RM,88,68,66,74,55,74,,,,,,,76,66,71,68,65,75,71,36,56,74,90,87,74,70,77,73,90,74,73,66,73,54,73,65,69,67,63,48,40
196942,Iñigo Pérez,31,178,74,Spain,CA Osasuna,74,74,4300000,23000,Left,1,3,2,Medium,SUB,64,63,77,66,70,72,,,,,,,77,59,62,77,49,59,81,80,78,76,66,62,73,65,67,72,77,80,70,71,67,69,57,74,49,64,68,75,72
198817,R. Amalfitano,29,175,71,France,Dijon FCO,74,74,5500000,14000,Right,1,4,3,Medium,LCM,60,59,70,72,68,59,,,,,,,62,64,22,75,49,72,61,62,71,73,65,56,67,76,73,56,51,77,46,50,71,77,70,75,61,71,71,74,67
199170,B. Dabo,27,186,81,Burkina Faso,Fiorentina,74,74,6000000,40000,Right,1,3,4,High,SUB,64,67,71,73,73,78,,,,,,,66,62,70,77,60,74,62,58,73,74,66,63,71,68,69,78,82,75,78,68,82,74,70,68,62,72,71,76,72
199274,I. Nestorovski,29,182,75,FYR Macedonia,Udinese,74,74,5500000,17000,Left,1,4,3,High,SUB,71,74,53,71,35,79,,,,,,,39,80,70,66,67,71,67,65,45,73,73,69,65,71,74,68,72,85,79,69,71,27,79,42,72,68,41,27,26
199383,T. Klose,31,193,87,Switzerland,Norwich City,74,74,4200000,35000,Right,1,3,2,Medium,SUB,37,38,54,37,75,75,,,,,,,34,29,81,66,32,27,38,26,70,49,39,36,33,72,29,64,60,61,84,35,72,73,40,54,30,79,75,74,74
201073,N. De Préville,28,177,77,France,FC Girondins de Bordeaux,74,74,6000000,30000,Right,2,3,3,High,LF,76,72,72,75,36,66,,,,,,,70,71,69,73,74,75,73,73,69,75,77,76,79,72,74,75,68,69,61,72,72,48,74,72,74,72,26,25,39
201215,L. Krejčí,26,178,70,Czech Republic,Bologna,74,74,6000000,29000,Left,2,2,4,High,SUB,78,68,75,76,50,57,,,,,,,76,60,40,78,69,76,79,76,70,76,78,78,78,70,79,76,80,69,44,74,68,49,75,72,67,76,56,50,47
205601,C. Atsu,27,165,65,Ghana,Newcastle United,74,74,6000000,33000,Left,1,3,3,Medium,SUB,86,67,68,77,34,45,,,,,,,65,64,47,71,58,76,70,58,62,74,88,85,88,72,93,72,65,67,33,66,43,35,72,70,73,64,30,33,32
209781,P. Capelle,32,181,73,France,Angers SCO,74,74,4400000,20000,Left,1,4,3,High,SUB,70,70,74,74,69,70,,,,,,,76,65,57,74,78,73,75,76,73,76,67,72,76,75,67,74,69,79,66,76,71,73,75,72,63,65,70,69,68
210214,Jozabed,28,180,65,Spain,RC Celta,74,74,5500000,21000,Right,1,3,3,Medium,SUB,59,71,73,72,57,64,,,,,,,61,73,64,78,54,72,71,57,72,75,61,57,70,71,63,71,64,63,66,74,58,64,75,79,54,67,40,64,67
210372,R. Ghezzal,27,182,70,Algeria,Leicester City,74,74,6000000,63000,Left,2,3,4,Medium,SUB,72,68,74,78,28,58,,,,,,,76,66,56,75,59,80,79,74,69,77,73,71,77,63,73,71,59,64,59,70,50,27,73,72,68,73,25,24,23
210950,P. De Blasis,31,166,65,Argentina,SD Eibar,74,74,4900000,20000,Right,1,4,3,Medium,SUB,76,72,70,79,56,55,,,,,,,68,72,76,73,60,78,77,62,69,76,81,72,91,68,93,75,92,73,35,69,72,46,72,66,76,73,59,55,53
211826,R. Czichos,29,187,86,Germany,1. FC Köln,74,74,4700000,22000,Left,1,3,2,High,LCB,59,48,59,62,74,74,,,,,,,56,42,69,69,33,59,52,57,58,67,55,62,60,65,62,65,73,67,79,51,72,73,43,47,36,69,73,77,72
211862,A. Hahn,28,185,79,Germany,FC Augsburg,74,74,5500000,22000,Right,2,4,3,High,RM,72,76,67,66,55,83,,,,,,,79,76,75,64,73,66,54,52,62,68,69,74,61,77,61,81,80,88,80,76,85,52,77,71,50,64,49,56,59
211899,F. Niederlechner,28,187,86,Germany,FC Augsburg,74,74,6000000,24000,Right,1,4,3,High,SUB,70,75,57,69,35,77,,,,,,,54,76,69,63,73,71,59,44,48,68,67,73,65,74,63,81,63,75,78,68,80,35,75,58,66,67,27,35,28
212127,D. Lazović,28,181,66,Serbia,Hellas Verona,74,74,5500000,16000,Right,1,4,3,Medium,LM,86,64,71,76,47,47,,,,,,,70,65,54,74,70,78,66,74,67,78,83,89,74,64,67,65,44,55,35,60,67,30,76,68,49,68,52,49,48
212449,M. Pavlović,29,196,94,Croatia,Angers SCO,74,74,4700000,20000,Right,1,3,2,High,SUB,31,60,50,52,72,84,,,,,,,37,60,79,64,43,49,57,50,55,66,32,31,32,64,31,68,79,66,93,58,83,65,66,34,42,66,72,74,73
217699,I. Slimani,31,188,83,Algeria,Leicester City,74,74,5000000,63000,Right,3,3,2,High,RES,51,73,64,66,46,79,,,,,,,58,73,83,68,70,69,71,47,61,67,48,54,55,71,55,77,82,67,82,69,86,50,78,70,73,72,36,48,24
218540,A. Oyongo,28,176,70,Cameroon,Montpellier HSC,74,74,4800000,25000,Left,1,2,3,High,LWB,87,59,67,74,66,73,,,,,,,69,54,42,67,45,73,69,64,64,71,86,87,88,75,76,68,71,86,68,62,72,65,68,68,59,70,67,71,70
223284,P. Martinez,30,182,77,France,Nîmes Olympique,74,74,4600000,19000,Left,1,3,3,High,LCB,66,45,63,69,74,75,,,,,,,67,37,73,66,40,71,44,50,70,66,65,66,67,71,67,52,75,75,74,56,75,71,51,55,45,73,74,77,75
